query_id,rank,target_id
afhq_dog_003636,6,afhq_cat_010557
afhq_dog_003636,7,afhq_cat_015634
afhq_dog_003636,8,afhq_cat_014479
afhq_dog_003636,9,afhq_cat_010382
afhq_dog_003636,10,afhq_cat_014119
afhq_dog_003636,11,afhq_cat_009773
afhq_dog_003636,12,afhq_cat_015825
afhq_dog_003636,13,afhq_cat_014365
afhq_dog_003636,14,afhq_cat_012786
afhq_dog_003636,15,afhq_cat_012985
afhq_dog_003985,1,afhq_cat_010416
afhq_dog_003985,2,afhq_cat_012198
afhq_dog_003985,3,afhq_cat_011834
afhq_dog_003985,4,afhq_cat_012279
afhq_dog_003985,5,afhq_cat_011621
afhq_dog_003985,6,afhq_cat_013932
afhq_dog_003985,7,afhq_cat_012044
afhq_dog_003985,8,afhq_cat_009710
afhq_dog_003985,9,afhq_cat_011902
afhq_dog_003985,10,afhq_cat_016052
afhq_dog_003985,11,afhq_cat_010151
afhq_dog_003985,12,afhq_cat_013176
afhq_dog_003985,13,afhq_cat_010376
afhq_dog_003985,14,afhq_cat_013159
afhq_dog_003985,15,afhq_cat_012990
afhq_dog_003924,1,afhq_cat_014258
afhq_dog_003924,2,afhq_cat_014548
afhq_dog_003924,3,afhq_cat_012460
afhq_dog_003924,4,afhq_cat_009710
afhq_dog_003924,5,afhq_cat_014211
afhq_dog_003924,6,afhq_cat_014365
afhq_dog_003924,7,afhq_cat_011399
afhq_dog_003924,8,afhq_cat_011639
afhq_dog_003924,9,afhq_cat_009644
afhq_dog_003924,10,afhq_cat_010208
afhq_dog_003924,11,afhq_cat_013450
afhq_dog_003924,12,afhq_cat_010210
afhq_dog_003924,13,afhq_cat_015634
afhq_dog_003924,14,afhq_cat_010848
afhq_dog_003924,15,afhq_cat_013318
afhq_dog_000129,1,afhq_cat_012662
afhq_dog_000129,2,afhq_cat_009773
afhq_dog_000129,3,afhq_cat_014578
afhq_dog_000129,4,afhq_cat_015827
afhq_dog_000129,5,afhq_cat_014119
afhq_dog_000129,6,afhq_cat_013214
afhq_dog_000129,7,afhq_cat_011413
afhq_dog_000129,8,afhq_cat_012463
afhq_dog_000129,9,afhq_cat_009669
afhq_dog_000129,10,afhq_cat_009544
afhq_dog_000129,11,afhq_cat_013151
afhq_dog_000129,12,afhq_cat_010686
afhq_dog_000129,13,afhq_cat_015851
afhq_dog_000129,14,afhq_cat_010136
afhq_dog_000129,15,afhq_cat_011363
afhq_dog_014645,1,afhq_cat_013579
afhq_dog_014645,2,afhq_cat_013652
afhq_dog_014645,3,afhq_cat_013793
afhq_dog_014645,4,afhq_cat_010390
afhq_dog_014645,5,afhq_cat_011265
afhq_dog_014645,6,afhq_cat_014094
afhq_dog_014645,7,afhq_cat_015876
afhq_dog_014645,8,afhq_cat_009682
afhq_dog_014645,9,afhq_cat_014479
afhq_dog_014645,10,afhq_cat_010815
afhq_dog_014645,11,afhq_cat_011191
afhq_dog_014645,12,afhq_cat_013242
afhq_dog_014645,13,afhq_cat_012786
afhq_dog_014645,14,afhq_cat_010313
afhq_dog_014645,15,afhq_cat_012989
afhq_dog_004406,1,afhq_cat_012460
afhq_dog_004406,2,afhq_cat_010744
afhq_dog_004406,3,afhq_cat_014080
afhq_dog_004406,4,afhq_cat_015876
afhq_dog_004406,5,afhq_cat_011182
afhq_dog_004406,6,afhq_cat_011501
afhq_dog_004406,7,afhq_cat_012149
afhq_dog_004406,8,afhq_cat_014383
afhq_dog_004406,9,afhq_cat_012786
afhq_dog_004406,10,afhq_cat_010557
afhq_dog_004406,11,afhq_cat_013932
afhq_dog_004406,12,afhq_cat_012835
afhq_dog_004406,13,afhq_cat_009957
afhq_dog_004406,14,afhq_cat_011639
afhq_dog_004406,15,afhq_cat_010050
afhq_dog_001928,1,afhq_cat_013442
afhq_dog_001928,2,afhq_cat_011967
afhq_dog_001928,3,afhq_cat_014211
afhq_dog_001928,4,afhq_cat_012941
afhq_dog_001928,5,afhq_cat_012150
afhq_dog_001928,6,afhq_cat_010550
afhq_dog_001928,7,afhq_cat_012662
afhq_dog_001928,8,afhq_cat_010420
afhq_dog_001928,9,afhq_cat_014514
afhq_dog_001928,10,afhq_cat_010106
afhq_dog_001928,11,afhq_cat_010557
afhq_dog_001928,12,afhq_cat_011191
afhq_dog_001928,13,afhq_cat_013829
afhq_dog_001928,14,afhq_cat_012989
afhq_dog_001928,15,afhq_cat_013614
afhq_dog_003628,1,afhq_cat_012460
afhq_dog_003628,2,afhq_cat_015876
afhq_dog_003628,3,afhq_cat_014383
afhq_dog_003628,4,afhq_cat_013214
afhq_dog_003628,5,afhq_cat_010686
afhq_dog_003628,6,afhq_cat_010335
afhq_dog_003628,7,afhq_cat_013793
afhq_dog_003628,8,afhq_cat_013932
afhq_dog_003628,9,afhq_cat_010041
afhq_dog_003628,10,afhq_cat_015968
afhq_dog_003628,11,afhq_cat_014080
afhq_dog_003628,12,afhq_cat_009525
afhq_dog_003628,13,afhq_cat_014578
afhq_dog_003628,14,afhq_cat_010557
afhq_dog_003628,15,afhq_cat_012786
afhq_dog_000762,1,afhq_cat_014500
afhq_dog_000762,2,afhq_cat_013829
afhq_dog_000762,3,afhq_cat_015733
afhq_dog_000762,4,afhq_cat_015871
afhq_dog_000762,5,afhq_cat_012941
afhq_dog_000762,6,afhq_cat_013328
afhq_dog_000762,7,afhq_cat_010652
afhq_dog_000762,8,afhq_cat_009544
afhq_dog_000762,9,afhq_cat_009942
afhq_dog_000762,10,afhq_cat_011549
afhq_dog_000762,11,afhq_cat_010550
afhq_dog_000762,12,afhq_cat_012276
afhq_dog_000762,13,afhq_cat_013242
afhq_dog_000762,14,afhq_cat_012598
afhq_dog_000762,15,afhq_cat_010050
afhq_dog_003356,1,afhq_cat_013101
afhq_dog_003356,2,afhq_cat_011356
afhq_dog_003356,3,afhq_cat_013467
afhq_dog_003356,4,afhq_cat_011457
afhq_dog_003356,5,afhq_cat_010067
afhq_dog_003356,6,afhq_cat_010652
afhq_dog_003356,7,afhq_cat_012647
afhq_dog_003356,8,afhq_cat_014258
afhq_dog_003356,9,afhq_cat_014420
afhq_dog_003356,10,afhq_cat_010011
afhq_dog_003356,11,afhq_cat_014365
afhq_dog_003356,12,afhq_cat_013451
afhq_dog_003356,13,afhq_cat_015827
afhq_dog_003356,14,afhq_cat_013579
afhq_dog_003356,15,afhq_cat_010820
afhq_dog_002745,1,afhq_cat_010848
afhq_dog_002745,2,afhq_cat_012206
afhq_dog_002745,3,afhq_cat_016046
afhq_dog_002745,4,afhq_cat_009688
afhq_dog_002745,5,afhq_cat_012996
afhq_dog_002745,6,afhq_cat_012985
afhq_dog_002745,7,afhq_cat_015975
afhq_dog_002745,8,afhq_cat_013467
afhq_dog_002745,9,afhq_cat_010011
afhq_dog_002745,10,afhq_cat_012198
afhq_dog_002745,11,afhq_cat_012494
afhq_dog_002745,12,afhq_cat_013286
afhq_dog_002745,13,afhq_cat_012574
afhq_dog_002745,14,afhq_cat_012647
afhq_dog_002745,15,afhq_cat_013793
afhq_dog_000896,1,afhq_cat_014169
afhq_dog_000896,2,afhq_cat_014110
afhq_dog_000896,3,afhq_cat_010106
afhq_dog_000896,4,afhq_cat_009942
afhq_dog_000896,5,afhq_cat_011399
afhq_dog_000896,6,afhq_cat_013450
afhq_dog_000896,7,afhq_cat_013908
afhq_dog_000896,8,afhq_cat_015827
afhq_dog_000896,9,afhq_cat_010387
afhq_dog_000896,10,afhq_cat_014548
afhq_dog_000896,11,afhq_cat_015634
afhq_dog_000896,12,afhq_cat_015820
afhq_dog_000896,13,afhq_cat_012941
afhq_dog_000896,14,afhq_cat_010323
afhq_dog_000896,15,afhq_cat_011932
afhq_dog_002378,1,afhq_cat_014110
afhq_dog_002378,2,afhq_cat_011545
afhq_dog_002378,3,afhq_cat_014211
afhq_dog_002378,4,afhq_cat_013159
afhq_dog_002378,5,afhq_cat_011932
afhq_dog_002378,6,afhq_cat_012279
afhq_dog_002378,7,afhq_cat_014502
afhq_dog_002378,8,afhq_cat_014058
afhq_dog_002378,9,afhq_cat_015801
afhq_dog_002378,10,afhq_cat_014420
afhq_dog_002378,11,afhq_cat_009773
afhq_dog_002378,12,afhq_cat_014548
afhq_dog_002378,13,afhq_cat_014199
afhq_dog_002378,14,afhq_cat_012639
afhq_dog_002378,15,afhq_cat_012892
afhq_dog_014680,1,afhq_cat_014383
afhq_dog_014680,2,afhq_cat_013932
afhq_dog_014680,3,afhq_cat_010041
afhq_dog_014680,4,afhq_cat_013090
afhq_dog_014680,5,afhq_cat_013101
afhq_dog_014680,6,afhq_cat_010335
afhq_dog_014680,7,afhq_cat_015825
afhq_dog_014680,8,afhq_cat_011356
afhq_dog_014680,9,afhq_cat_013451
afhq_dog_014680,10,afhq_cat_012513
afhq_dog_014680,11,afhq_cat_014514
afhq_dog_014680,12,afhq_cat_014420
afhq_dog_014680,13,afhq_cat_010313
afhq_dog_014680,14,afhq_cat_012072
afhq_dog_014680,15,afhq_cat_010099
afhq_dog_003271,1,afhq_cat_014502
afhq_dog_003271,2,afhq_cat_012662
afhq_dog_003271,3,afhq_cat_010151
afhq_dog_003271,4,afhq_cat_010106
afhq_dog_003271,5,afhq_cat_013442
afhq_dog_003271,6,afhq_cat_015803
afhq_dog_003271,7,afhq_cat_014365
afhq_dog_003271,8,afhq_cat_010210
afhq_dog_003271,9,afhq_cat_011460
afhq_dog_003271,10,afhq_cat_013122
afhq_dog_003271,11,afhq_cat_012898
afhq_dog_003271,12,afhq_cat_015634
afhq_dog_003271,13,afhq_cat_014258
afhq_dog_003271,14,afhq_cat_015886
afhq_dog_003271,15,afhq_cat_015982
afhq_dog_014761,1,afhq_cat_013242
afhq_dog_014761,2,afhq_cat_010848
afhq_dog_014761,3,afhq_cat_015871
afhq_dog_014761,4,afhq_cat_012150
afhq_dog_014761,5,afhq_cat_013161
afhq_dog_014761,6,afhq_cat_012985
afhq_dog_014761,7,afhq_cat_013344
afhq_dog_014761,8,afhq_cat_014094
afhq_dog_014761,9,afhq_cat_011027
afhq_dog_014761,10,afhq_cat_013932
afhq_dog_014761,11,afhq_cat_012372
afhq_dog_014761,12,afhq_cat_010323
afhq_dog_014761,13,afhq_cat_009688
afhq_dog_014761,14,afhq_cat_013793
afhq_dog_014761,15,afhq_cat_009618
afhq_dog_002517,1,afhq_cat_012892
afhq_dog_002517,2,afhq_cat_010897
afhq_dog_002517,3,afhq_cat_013908
afhq_dog_002517,4,afhq_cat_011049
afhq_dog_002517,5,afhq_cat_009884
afhq_dog_002517,6,afhq_cat_011621
afhq_dog_002517,7,afhq_cat_013006
afhq_dog_002517,8,afhq_cat_009644
afhq_dog_002517,9,afhq_cat_009760
afhq_dog_002517,10,afhq_cat_012990
afhq_dog_002517,11,afhq_cat_016015
afhq_dog_002517,12,afhq_cat_014024
afhq_dog_002517,13,afhq_cat_010130
afhq_dog_002517,14,afhq_cat_011932
afhq_dog_002517,15,afhq_cat_010958
afhq_dog_000345,1,afhq_cat_014024
afhq_dog_000345,2,afhq_cat_011903
afhq_dog_000345,3,afhq_cat_012806
afhq_dog_000345,4,afhq_cat_013221
afhq_dog_000345,5,afhq_cat_014199
afhq_dog_000345,6,afhq_cat_015886
afhq_dog_000345,7,afhq_cat_010044
afhq_dog_000345,8,afhq_cat_013006
afhq_dog_000345,9,afhq_cat_011834
afhq_dog_000345,10,afhq_cat_013174
afhq_dog_000345,11,afhq_cat_015820
afhq_dog_000345,12,afhq_cat_013261
afhq_dog_000345,13,afhq_cat_013168
afhq_dog_000345,14,afhq_cat_010815
afhq_dog_000345,15,afhq_cat_012990
afhq_dog_003796,1,afhq_cat_010686
afhq_dog_003796,2,afhq_cat_014578
afhq_dog_003796,3,afhq_cat_011597
afhq_dog_003796,4,afhq_cat_013214
afhq_dog_003796,5,afhq_cat_009618
afhq_dog_003796,6,afhq_cat_010550
afhq_dog_003796,7,afhq_cat_014199
afhq_dog_003796,8,afhq_cat_012149
afhq_dog_003796,9,afhq_cat_010011
afhq_dog_003796,10,afhq_cat_010387
afhq_dog_003796,11,afhq_cat_015820
afhq_dog_003796,12,afhq_cat_013006
afhq_dog_003796,13,afhq_cat_013829
afhq_dog_003796,14,afhq_cat_012647
afhq_dog_003796,15,afhq_cat_010050
afhq_dog_002861,1,afhq_cat_012898
afhq_dog_002861,2,afhq_cat_016000
afhq_dog_002861,3,afhq_cat_013176
afhq_dog_002861,4,afhq_cat_014110
afhq_dog_002861,5,afhq_cat_016052
afhq_dog_002861,6,afhq_cat_013328
afhq_dog_002861,7,afhq_cat_011399
afhq_dog_002861,8,afhq_cat_011932
afhq_dog_002861,9,afhq_cat_010238
afhq_dog_002861,10,afhq_cat_012279
afhq_dog_002861,11,afhq_cat_009884
afhq_dog_002861,12,afhq_cat_015773
afhq_dog_002861,13,afhq_cat_010897
afhq_dog_002861,14,afhq_cat_010376
afhq_dog_002861,15,afhq_cat_015964
afhq_dog_003531,1,afhq_cat_014058
afhq_dog_003531,2,afhq_cat_015801
afhq_dog_003531,3,afhq_cat_014548
afhq_dog_003531,4,afhq_cat_011460
afhq_dog_003531,5,afhq_cat_013967
afhq_dog_003531,6,afhq_cat_011218
afhq_dog_003531,7,afhq_cat_014500
afhq_dog_003531,8,afhq_cat_014126
afhq_dog_003531,9,afhq_cat_010958
afhq_dog_003531,10,afhq_cat_013305
afhq_dog_003531,11,afhq_cat_016052
afhq_dog_003531,12,afhq_cat_014285
afhq_dog_003531,13,afhq_cat_010390
afhq_dog_003531,14,afhq_cat_012639
afhq_dog_003531,15,afhq_cat_016000
afhq_dog_001604,1,afhq_cat_011363
afhq_dog_001604,2,afhq_cat_013967
afhq_dog_001604,3,afhq_cat_013451
afhq_dog_001604,4,afhq_cat_010416
afhq_dog_001604,5,afhq_cat_012941
afhq_dog_001604,6,afhq_cat_012279
afhq_dog_001604,7,afhq_cat_011265
afhq_dog_001604,8,afhq_cat_011196
afhq_dog_001604,9,afhq_cat_015820
afhq_dog_001604,10,afhq_cat_010376
afhq_dog_001604,11,afhq_cat_012806
afhq_dog_001604,12,afhq_cat_013697
afhq_dog_001604,13,afhq_cat_009957
afhq_dog_001604,14,afhq_cat_010805
afhq_dog_001604,15,afhq_cat_014365
afhq_dog_000964,1,afhq_cat_010099
afhq_dog_000964,2,afhq_cat_011992
afhq_dog_000964,3,afhq_cat_015733
afhq_dog_000964,4,afhq_cat_013793
afhq_dog_000964,5,afhq_cat_009525
afhq_dog_000964,6,afhq_cat_013579
afhq_dog_000964,7,afhq_cat_012149
afhq_dog_000964,8,afhq_cat_010208
afhq_dog_000964,9,afhq_cat_013242
afhq_dog_000964,10,afhq_cat_010107
afhq_dog_000964,11,afhq_cat_009682
afhq_dog_000964,12,afhq_cat_013866
afhq_dog_000964,13,afhq_cat_013137
afhq_dog_000964,14,afhq_cat_014126
afhq_dog_000964,15,afhq_cat_010848
afhq_dog_002128,1,afhq_cat_010652
afhq_dog_002128,2,afhq_cat_013805
afhq_dog_002128,3,afhq_cat_010335
afhq_dog_002128,4,afhq_cat_011870
afhq_dog_002128,5,afhq_cat_014229
afhq_dog_002128,6,afhq_cat_012198
afhq_dog_002128,7,afhq_cat_011413
afhq_dog_002128,8,afhq_cat_013232
afhq_dog_002128,9,afhq_cat_014285
afhq_dog_002128,10,afhq_cat_013168
afhq_dog_002128,11,afhq_cat_011573
afhq_dog_002128,12,afhq_cat_013344
afhq_dog_002128,13,afhq_cat_013908
afhq_dog_002128,14,afhq_cat_010945
afhq_dog_002128,15,afhq_cat_010897
afhq_dog_000626,1,afhq_cat_014024
afhq_dog_000626,2,afhq_cat_011903
afhq_dog_000626,3,afhq_cat_012806
afhq_dog_000626,4,afhq_cat_014199
afhq_dog_000626,5,afhq_cat_015886
afhq_dog_000626,6,afhq_cat_013006
afhq_dog_000626,7,afhq_cat_011834
afhq_dog_000626,8,afhq_cat_013174
afhq_dog_000626,9,afhq_cat_015820
afhq_dog_000626,10,afhq_cat_013261
afhq_dog_000626,11,afhq_cat_010815
afhq_dog_000626,12,afhq_cat_012990
afhq_dog_000626,13,afhq_cat_010652
afhq_dog_000626,14,afhq_cat_015791
afhq_dog_000626,15,afhq_cat_010208
afhq_dog_000835,1,afhq_cat_013451
afhq_dog_000835,2,afhq_cat_013168
afhq_dog_000835,3,afhq_cat_012989
afhq_dog_000835,4,afhq_cat_012772
afhq_dog_000835,5,afhq_cat_010550
afhq_dog_000835,6,afhq_cat_012574
afhq_dog_000835,7,afhq_cat_011196
afhq_dog_000835,8,afhq_cat_013813
afhq_dog_000835,9,afhq_cat_010041
afhq_dog_000835,10,afhq_cat_015876
afhq_dog_000835,11,afhq_cat_015886
afhq_dog_000835,12,afhq_cat_014440
afhq_dog_000835,13,afhq_cat_013866
afhq_dog_000835,14,afhq_cat_010382
afhq_dog_000835,15,afhq_cat_011260
afhq_dog_002365,1,afhq_cat_013318
afhq_dog_002365,2,afhq_cat_013176
afhq_dog_002365,3,afhq_cat_010130
afhq_dog_002365,4,afhq_cat_010958
afhq_dog_002365,5,afhq_cat_011902
afhq_dog_002365,6,afhq_cat_012647
afhq_dog_002365,7,afhq_cat_013467
afhq_dog_002365,8,afhq_cat_015801
afhq_dog_002365,9,afhq_cat_013344
afhq_dog_002365,10,afhq_cat_011066
afhq_dog_002365,11,afhq_cat_014285
afhq_dog_002365,12,afhq_cat_012643
afhq_dog_002365,13,afhq_cat_014548
afhq_dog_002365,14,afhq_cat_011191
afhq_dog_002365,15,afhq_cat_012806
afhq_dog_002178,1,afhq_cat_012372
afhq_dog_002178,2,afhq_cat_012772
afhq_dog_002178,3,afhq_cat_012996
afhq_dog_002178,4,afhq_cat_011027
afhq_dog_002178,5,afhq_cat_011834
afhq_dog_002178,6,afhq_cat_013174
afhq_dog_002178,7,afhq_cat_011182
afhq_dog_002178,8,afhq_cat_013286
afhq_dog_002178,9,afhq_cat_016052
afhq_dog_002178,10,afhq_cat_013955
afhq_dog_002178,11,afhq_cat_013161
afhq_dog_002178,12,afhq_cat_013242
afhq_dog_002178,13,afhq_cat_011363
afhq_dog_002178,14,afhq_cat_012551
afhq_dog_002178,15,afhq_cat_015825
afhq_dog_000231,1,afhq_cat_013614
afhq_dog_000231,2,afhq_cat_013214
afhq_dog_000231,3,afhq_cat_012329
afhq_dog_000231,4,afhq_cat_013829
afhq_dog_000231,5,afhq_cat_014110
afhq_dog_000231,6,afhq_cat_010623
afhq_dog_000231,7,afhq_cat_012598
afhq_dog_000231,8,afhq_cat_014124
afhq_dog_000231,9,afhq_cat_014514
afhq_dog_000231,10,afhq_cat_015982
afhq_dog_000231,11,afhq_cat_013770
afhq_dog_000231,12,afhq_cat_009880
afhq_dog_000231,13,afhq_cat_010501
afhq_dog_000231,14,afhq_cat_015827
afhq_dog_000231,15,afhq_cat_009706
afhq_dog_004432,1,afhq_cat_010324
afhq_dog_004432,2,afhq_cat_011356
afhq_dog_004432,3,afhq_cat_014110
afhq_dog_004432,4,afhq_cat_013935
afhq_dog_004432,5,afhq_cat_010067
afhq_dog_004432,6,afhq_cat_012598
afhq_dog_004432,7,afhq_cat_010106
afhq_dog_004432,8,afhq_cat_013770
afhq_dog_004432,9,afhq_cat_012149
afhq_dog_004432,10,afhq_cat_009773
afhq_dog_004432,11,afhq_cat_010744
afhq_dog_004432,12,afhq_cat_013137
afhq_dog_004432,13,afhq_cat_014126
afhq_dog_004432,14,afhq_cat_010557
afhq_dog_004432,15,afhq_cat_011967
afhq_dog_002366,1,afhq_cat_013829
afhq_dog_002366,2,afhq_cat_012372
afhq_dog_002366,3,afhq_cat_011798
afhq_dog_002366,4,afhq_cat_010376
afhq_dog_002366,5,afhq_cat_014440
afhq_dog_002366,6,afhq_cat_013967
afhq_dog_002366,7,afhq_cat_012772
afhq_dog_002366,8,afhq_cat_010382
afhq_dog_002366,9,afhq_cat_012996
afhq_dog_002366,10,afhq_cat_015697
afhq_dog_002366,11,afhq_cat_013999
afhq_dog_002366,12,afhq_cat_014126
afhq_dog_002366,13,afhq_cat_011027
afhq_dog_002366,14,afhq_cat_011834
afhq_dog_002366,15,afhq_cat_012279
afhq_dog_000204,1,afhq_cat_013442
afhq_dog_000204,2,afhq_cat_012150
afhq_dog_000204,3,afhq_cat_011967
afhq_dog_000204,4,afhq_cat_014383
afhq_dog_000204,5,afhq_cat_014211
afhq_dog_000204,6,afhq_cat_012941
afhq_dog_000204,7,afhq_cat_013932
afhq_dog_000204,8,afhq_cat_010420
afhq_dog_000204,9,afhq_cat_010041
afhq_dog_000204,10,afhq_cat_012662
afhq_dog_000204,11,afhq_cat_010550
afhq_dog_000204,12,afhq_cat_011545
afhq_dog_000204,13,afhq_cat_013159
afhq_dog_000204,14,afhq_cat_015886
afhq_dog_000204,15,afhq_cat_011932
afhq_dog_004451,1,afhq_cat_009544
afhq_dog_004451,2,afhq_cat_011413
afhq_dog_004451,3,afhq_cat_010136
afhq_dog_004451,4,afhq_cat_011798
afhq_dog_004451,5,afhq_cat_009773
afhq_dog_004451,6,afhq_cat_012463
afhq_dog_004451,7,afhq_cat_010793
afhq_dog_004451,8,afhq_cat_010686
afhq_dog_004451,9,afhq_cat_011364
afhq_dog_004451,10,afhq_cat_010151
afhq_dog_004451,11,afhq_cat_012835
afhq_dog_004451,12,afhq_cat_012539
afhq_dog_004451,13,afhq_cat_013491
afhq_dog_004451,14,afhq_cat_011196
afhq_dog_004451,15,afhq_cat_010210
afhq_dog_004542,1,afhq_cat_010208
afhq_dog_004542,2,afhq_cat_012279
afhq_dog_004542,3,afhq_cat_014078
afhq_dog_004542,4,afhq_cat_013122
afhq_dog_004542,5,afhq_cat_010289
afhq_dog_004542,6,afhq_cat_010376
afhq_dog_004542,7,afhq_cat_014211
afhq_dog_004542,8,afhq_cat_011399
afhq_dog_004542,9,afhq_cat_010958
afhq_dog_004542,10,afhq_cat_013908
afhq_dog_004542,11,afhq_cat_009710
afhq_dog_004542,12,afhq_cat_011311
afhq_dog_004542,13,afhq_cat_013286
afhq_dog_004542,14,afhq_cat_010324
afhq_dog_004542,15,afhq_cat_012236
afhq_dog_000173,1,afhq_cat_010652
afhq_dog_000173,2,afhq_cat_013805
afhq_dog_000173,3,afhq_cat_010335
afhq_dog_000173,4,afhq_cat_013305
afhq_dog_000173,5,afhq_cat_012198
afhq_dog_000173,6,afhq_cat_013232
afhq_dog_000173,7,afhq_cat_011798
afhq_dog_000173,8,afhq_cat_012150
afhq_dog_000173,9,afhq_cat_010151
afhq_dog_000173,10,afhq_cat_013935
afhq_dog_000173,11,afhq_cat_013344
afhq_dog_000173,12,afhq_cat_013908
afhq_dog_000173,13,afhq_cat_014078
afhq_dog_000173,14,afhq_cat_015702
afhq_dog_000173,15,afhq_cat_010945
afhq_dog_004104,1,afhq_cat_014258
afhq_dog_004104,2,afhq_cat_010686
afhq_dog_004104,3,afhq_cat_013214
afhq_dog_004104,4,afhq_cat_012513
afhq_dog_004104,5,afhq_cat_012150
afhq_dog_004104,6,afhq_cat_014578
afhq_dog_004104,7,afhq_cat_010420
afhq_dog_004104,8,afhq_cat_009682
afhq_dog_004104,9,afhq_cat_009880
afhq_dog_004104,10,afhq_cat_014229
afhq_dog_004104,11,afhq_cat_012149
afhq_dog_004104,12,afhq_cat_009544
afhq_dog_004104,13,afhq_cat_010793
afhq_dog_004104,14,afhq_cat_009525
afhq_dog_004104,15,afhq_cat_012279
afhq_dog_014850,1,afhq_cat_011066
afhq_dog_014850,2,afhq_cat_011967
afhq_dog_014850,3,afhq_cat_012091
afhq_dog_014850,4,afhq_cat_013999
afhq_dog_014850,5,afhq_cat_016010
afhq_dog_014850,6,afhq_cat_014500
afhq_dog_014850,7,afhq_cat_014393
afhq_dog_014850,8,afhq_cat_010652
afhq_dog_014850,9,afhq_cat_013908
afhq_dog_014850,10,afhq_cat_013286
afhq_dog_014850,11,afhq_cat_009623
afhq_dog_014850,12,afhq_cat_011265
afhq_dog_014850,13,afhq_cat_013101
afhq_dog_014850,14,afhq_cat_011563
afhq_dog_014850,15,afhq_cat_009544
afhq_dog_002995,1,afhq_cat_010106
afhq_dog_002995,2,afhq_cat_014211
afhq_dog_002995,3,afhq_cat_011640
afhq_dog_002995,4,afhq_cat_010686
afhq_dog_002995,5,afhq_cat_014514
afhq_dog_002995,6,afhq_cat_011196
afhq_dog_002995,7,afhq_cat_012639
afhq_dog_002995,8,afhq_cat_010136
afhq_dog_002995,9,afhq_cat_014080
afhq_dog_002995,10,afhq_cat_013328
afhq_dog_002995,11,afhq_cat_013740
afhq_dog_002995,12,afhq_cat_014578
afhq_dog_002995,13,afhq_cat_012821
afhq_dog_002995,14,afhq_cat_015876
afhq_dog_002995,15,afhq_cat_014564
afhq_dog_000119,1,afhq_cat_011311
afhq_dog_000119,2,afhq_cat_015851
afhq_dog_000119,3,afhq_cat_013935
afhq_dog_000119,4,afhq_cat_014024
afhq_dog_000119,5,afhq_cat_010631
afhq_dog_000119,6,afhq_cat_011067
afhq_dog_000119,7,afhq_cat_012494
afhq_dog_000119,8,afhq_cat_010067
afhq_dog_000119,9,afhq_cat_014126
afhq_dog_000119,10,afhq_cat_015733
afhq_dog_000119,11,afhq_cat_012091
afhq_dog_000119,12,afhq_cat_014213
afhq_dog_000119,13,afhq_cat_014548
afhq_dog_000119,14,afhq_cat_010323
afhq_dog_000119,15,afhq_cat_013451
afhq_dog_000121,1,afhq_cat_016010
afhq_dog_000121,2,afhq_cat_011457
afhq_dog_000121,3,afhq_cat_013242
afhq_dog_000121,4,afhq_cat_011066
afhq_dog_000121,5,afhq_cat_010011
afhq_dog_000121,6,afhq_cat_009682
afhq_dog_000121,7,afhq_cat_010820
afhq_dog_000121,8,afhq_cat_012647
afhq_dog_000121,9,afhq_cat_010390
afhq_dog_000121,10,afhq_cat_013450
afhq_dog_000121,11,afhq_cat_009629
afhq_dog_000121,12,afhq_cat_010106
afhq_dog_000121,13,afhq_cat_013232
afhq_dog_000121,14,afhq_cat_014094
afhq_dog_000121,15,afhq_cat_010945
afhq_dog_003825,1,afhq_cat_012150
afhq_dog_003825,2,afhq_cat_012941
afhq_dog_003825,3,afhq_cat_010420
afhq_dog_003825,4,afhq_cat_009957
afhq_dog_003825,5,afhq_cat_014258
afhq_dog_003825,6,afhq_cat_012662
afhq_dog_003825,7,afhq_cat_015788
afhq_dog_003825,8,afhq_cat_014285
afhq_dog_003825,9,afhq_cat_013101
afhq_dog_003825,10,afhq_cat_012279
afhq_dog_003825,11,afhq_cat_011798
afhq_dog_003825,12,afhq_cat_010686
afhq_dog_003825,13,afhq_cat_015634
afhq_dog_003825,14,afhq_cat_013967
afhq_dog_003825,15,afhq_cat_016000
afhq_dog_001661,1,afhq_cat_015827
afhq_dog_001661,2,afhq_cat_013122
afhq_dog_001661,3,afhq_cat_013967
afhq_dog_001661,4,afhq_cat_013935
afhq_dog_001661,5,afhq_cat_011196
afhq_dog_001661,6,afhq_cat_014126
afhq_dog_001661,7,afhq_cat_012206
afhq_dog_001661,8,afhq_cat_012551
afhq_dog_001661,9,afhq_cat_013232
afhq_dog_001661,10,afhq_cat_009942
afhq_dog_001661,11,afhq_cat_013286
afhq_dog_001661,12,afhq_cat_012996
afhq_dog_001661,13,afhq_cat_015634
afhq_dog_001661,14,afhq_cat_015968
afhq_dog_001661,15,afhq_cat_010945
afhq_dog_014752,1,afhq_cat_013328
afhq_dog_014752,2,afhq_cat_010017
afhq_dog_014752,3,afhq_cat_013159
afhq_dog_014752,4,afhq_cat_014514
afhq_dog_014752,5,afhq_cat_012941
afhq_dog_014752,6,afhq_cat_012821
afhq_dog_014752,7,afhq_cat_012463
afhq_dog_014752,8,afhq_cat_013261
afhq_dog_014752,9,afhq_cat_011563
afhq_dog_014752,10,afhq_cat_015968
